r,g,b,RGB,Spanish_Judgment_id,Spanish,Country,EN_ES,Russian_Judgment_id,Russian,Country,EN_RU,Portuguese_Judgment_id,Portuguese,Country,EN_PT,German_Judgment_id,German,Country,EN_DE,French_Judgment_id,French,Country,EN_FR,Chinese_Judgment_id,Chinese,Country,EN_ZH,Italian_Judgment_id,Italian,Country,EN_IT,Korean_Judgment_id,Korean,Country,EN_KO,Japanese_Judgment_id,Japanese,country,EN_JA,name,short_name,med_name,cx,cy
189,36,196,18936196,522104722,lila,PRI,Lilac,522868509,ярко-сиреневый,UKR,Bright Purple,522130144,roxo,PRT,Purple,522136185,lila,DEU,Purple,522572751,violet,FRA,Violet,522161665,紫色,HKG,Purple,522719445,lilla,ITA,Purple,536532136,보라색,KOR,Purple,539874764,紫,JPN,Purple,Bright Lavender,Purple,Bright Purple,389.1273767,165.1405737
189,51,123,18951123,522077407,fiusha,MEX,Fiusha,522779571,розово-сиреневый,BLR,Pink And Purple,556693235,verde,BRA,Green,522554433,Lila,DEU,Purple,523855157,rose,FRA,Pink,522218644,粉红色,IDN,Pink,556697478,rosa scuro,ITA,Dark Pink,534807022,진한 분홍색,KOR,Dark pink,543815643,ミディアムバイオレットレッド,JPN,Medium Violet Red,Pinkish Purple,Plum,Passion Fruit,446.6992158,231.9033705
189,71,187,18971187,522072239,morado,ESP,Purple,522391197,сиреневый,RUS,Lilac,556634665,verde,BRA,Green,522182366,lila,DEU,Purple,525294667,fuchsia,VEN,Fuchsia,522152552,紫色,TWN,Purple,556693134,viola,ITA,Violet,536533305,분홍색,KOR,Pink,550453556,紫,JPN,Purple,Lightened Purple,Violet,Light Purple,401.2049264,177.8254561
189,72,212,18972212,522085823,violeta,ARG,Violet,522511221,сиреневый,UKR,Lilac,522634021,roxo,PRT,Old Pink,522163088,hellviolett,DEU,Light Purple,523835439,violet,FRA,Purple,522083059,兰花,IDN,Orchid,522407000,kjlljlkh,ITA,Purple,538323167,보라색,KOR,Purple,527788867,紫,JPN,Purple,Light Lavendar,Purple,Woonga Purple,365.5426814,144.959038
189,82,196,18982196,522111213,lila,ARG,Lilac,522444647,фиолетовый,RUS,Violet,556636288,verde,BRA,Green,522221203,lila,DEU,Purple,522837687,violet,FRA,Purple,556677889,淺紫色,TWN,Light Purple,556991597,rosa,ITA,Pink,557476559,중간보라색,KOR,Medium purple,561413676,ピンクパープル,JPN,Pink Purple,Soft Dark Pink,Purple,Medium Purple,375.0803303,164.0569223
189,90,172,18990172,522080932,violeta,ARG,Violet,522613850,Фиолетовый,RUS,Purple,556640430,verde,BRA,Green,522180842,lila,DEU,Purple,523054978,violet,FRA,Purple,522341788,淺紫色,HKG,Light Purple,522198662,Viola,ITA,Purple,537214016,분홍,KOR,Pink,546069316,紫,JPN,Purple,Purple Paisley,Pink,Fuchsia Pink,406.6971425,193.6238559
189,98,231,18998231,522088023,violeta,ARG,Violet,522636505,тупой лиловый,EST,Dull Purple,522132432,verde,BRA,Purple,522451991,violett,DEU,Violet,523110052,violet,FRA,Purple,522225428,紫色,IDN,Purple,556679593,violet,ITA,Violet,535566201,연보라색,KOR,Lilac,525814667,むらさき,JPN,Purple,Bright Pastel Purple,Pink,Light Purple,361.1550461,110.9407775
190,125,35,19012535,522059497,cafe,MEX,Coffee,523094855,коричневый,UKR,Brown,556653286,verde,BRA,Green,522543318,braun,DEU,Brown,527335383,brun,CHE,Brown,522162535,土色,TWN,Earth Tones,556704474,marrone,ITA,Brown,557466511,갈색,KOR,Brown,542575822,ベージュ,JPN,Beige,Brown Golden Rod,Brown,Burnt Orange,441.3562476,352.9074497
190,241,94,19024194,522060449,verde viche,COL,Green Viche,522391101,светло-салатовый,UKR,Light-Green,522430701,verde claro,PRT,Green,522405702,grün,DEU,Green,522345719,vert clair,FRA,Light Green,522357400,綠色,HKG,Green,556695351,verde pisello chiaro,ITA,Pea Green Light,557049248,연두색,KOR,Green,552236819,草原色,JPN,Grassland color,Lemon-Lime Green,Lime,Pastel Green,343.7796839,504.5108189
190,52,189,19052189,522131342,VIOLETA,DOM,Violet,522644182,фиолетовый,EST,Violet,522098252,roxo,BRA,Purple,522602712,lila,DEU,Purple,522779334,rose,FRA,Pink,522120487,紫,MYS,Purple,522748539,viola,ITA,Purple,536805101,보라색,KOR,Purple,536668162,紫,JPN,Purple,Bright Light Purple,Mauve,Medium Purple,394.7155641,167.0941731
190,58,140,19058140,522084015,violeta,ARG,Violet,522519370,розовый,RUS,Pink,556754200,v,PRT,V.,522381702,pink,AUT,Pink,525766587,rose,FRA,Pink,522171365,紫色,HKG,Purple,522664706,viola,ITA,Purple,543691338,분홍색,KOR,Pink,556691744,深ピンク,JPN,Deep pink,Butterfly Purple,Pink,Disney Purple,437.1774432,215.4075531
19,100,149,19100149,522086914,azul,MEX,Blue,522452356,синий,RUS,Blue,522394059,azul,BRA,Turquoise,522443264,Blau,DEU,Blue,522325524,bleu canard,FRA,Blue Duck,522238563,藍色,HKG,Blue,556677119,blu,ITA,Blue,537175558,청색,KOR,Blue,556717835,あおい,JPN,[Blue],Medium Bluish Teal,Blue,Midnight Blue,211.038038,238.9869671
19,101,134,19101134,522063010,azul acero,PRI,Steel Blue,522370729,Синий,RUS,Blue,556659839,verde,BRA,Green,522438687,blau,DEU,Blue,522417142,bleu,FRA,Blue,522149283,蓝色,SGP,Blue,556709254,blu,ITA,Blue,539778984,청색,KOR,Blue,556714990,青い,JPN,Blue,Tantilizing Turqoise,Blue,Dark Blue,218.3659416,253.715104
191,100,35,19110035,522064972,marron,ARG,Brown,522784780,коричневый,BLR,Brown,556631836,#N/A,#N/A,#N/A,522141223,braun,DEU,Brown,523406379,orange,FRA,Orange,522143506,褐色,SGP,Brown,522746658,arancio scuro,ITA,Brown,536364027,오렌지,KOR,Orange,540503776,茶色,JPN,Brown,November Leaves,Clay,Burnt Orange,437.2965455,334.3257873
191,181,82,19118182,556658438,cafe claro,MEX,Light Brown,522863589,бледный хаки,UKR,Pale Khaki,556793133,verde claro,PRT,Light Green,522762251,beige,DEU,Beige,556965793,marron beige,FRA,Brown Beige,522430853,橄榄油,IDN,Olive Oil,556756102,giallo sabbia,ITA,Yellow Sand,537055651,짙은 베이지,KOR,Dark beige,550444716,薄茶,JPN,Light brown,Light Army Olive,Tan,Light Brown,406.1814415,381.5402357
191,199,17,19119917,522101663,verde oliva,DOM,Olive,556736850,горчичный,UKR,Mustard,522518054,Amarelo,PRT,Lime,522405250,grünbraun,DEU,Green-Brown,526656257,moutarde,FRA,Mustard,522101381,泥黄色,HKG,The Yellow,556681840,verde,ITA,Green,524761600,노랑 녹색,KOR,Yellow,540612032,黄緑,JPN,Yellow-green,Greenish Yellow,Lime,Olive Yellow,390.557172,416.1600105
191,223,98,19122398,522139114,verde oscurito,PRI,Green Oscurito,556657576,светло зеленый,UKR,Light Green,556681970,verde,BRA,Green,522451523,hellgrün,DEU,Lime,522812612,vert,FRA,Green,556676875,军绿色,MYS,Army Green,556738668,verde pisello,ITA,Pea Green,556729384,녹색,KOR,Green,560602521,黄緑,JPN,Yellow-green,Muted Yellow Green,Lime,Soft Avacado,359.1048513,456.7936623
191,234,18,19123418,522105345,verde,ARG,Green,522876789,травяной,UKR,Herbal,522189278,verde,PRT,Lime,522478518,Grün,DEU,Green,523848728,VERT,FRA,"<Condition Percentage = ""0000""> Green </Condition>",522120726,黃綠色,TWN,Yellow-Green,556678543,giallo,ITA,Yellow,557470477,녹색,KOR,Green,527797507,黄緑,JPN,Yellow-green,Bright Green Apple,Lime,Yellow Green,368.72626,474.4950445
191,38,176,19138176,522115591,VIOLETA,DOM,Violet,522452917,сиреневый,RUS,Lilac,522298228,roxo,BRA,Dusky Pink,522269278,beere,DEU,Berry,522371865,violet,FRA,Purple,522345928,紫色,IDN,Purple,522462637,fuscia,ITA,Pink,536807539,보라색,KOR,Purple,523497792,ピンクバイオレット,KOR,Pink Violet,Purlpe Fuschia,Pink,Royal Purple,398.7675336,183.0630655
19,152,161,19152161,522141065,azul aguamarina,COL,Aqua Blue,556645587,бирюзовый,UKR,Turquoise,522180688,azul,PRT,Sea ​​Green,522414685,Aquamarin,DEU,Aquamarine,523112076,BLEU VERT,FRA,Blue Green,522365926,藍色,HKG,Blue,556988949,blu scurro,ITA,Blue Scurro,542512688,파랑 녹색,KOR,Blue,546919392,青緑,JPN,Blue green,Bluish Greenish Sea,Sky,Deep Aqua Blue,181.2733422,265.5479794
191,55,240,19155240,522076430,morado,MEX,Purple,522453458,сиреневый,RUS,Lilac,522172505,roxo claro,BRA,Purple,522315405,Violett,DEU,Violet,522398131,violet,FRA,Purple,556653166,紫色,HKG,Purple,522652200,viola,ITA,Purple,557352279,밝은보라색,KOR,Bright purple,543563650,ディープヴァイオレット,JPN,Deep Violet,Purple Splender,Pink,Medium Violet,364.3623962,99.41064562
191,87,172,19187172,522060442,morado claro,COL,Light Purple,522643294,фиолетовый,RUS,Violet,522124888,cor-de-rosa,PRT,Light Purple,522324398,leuchtend lila,DEU,Bright Purple,522372971,violet,FRA,Violet,522250513,紫色,IDN,Purple,556766219,fuscia,ITA,Fuscia,534807026,분홍색,KOR,Pink,523690111,ピンク,KOR,Pink,Dark Faded Rose,Mauve,Light Purple,421.4414504,193.1133271
191,99,149,19199149,522064677,rosado claro,DOM,Pink,522460989,розовый,RUS,Pink,522562792,lilás,PRT,Dusky Pink,522373936,himbeere,DEU,Raspberry,522417360,rose,FRA,Pink,522230970,紫,CHN,Purple,556889265,rosa,ITA,Pink,533441045,보라색,KOR,Purple,560591505,ピンクピンク,JPN,Pink Pink,Caribbean Pink,Pink,Dusty Lavender,444.3534291,226.2940579
192,103,40,19210340,522087575,color marrón claro,ARG,Light Brown,522759668,коричневый,BLR,Brown,556770225,verde,PRT,Green,522461009,erde,AUT,Earth,526552358,orange,CHE,Orange,522300127,棕色,CHN,Brown,556696167,marrone,ITA,Brown,557602810,밝은 벽돌색,KOR,Bright brick,545563644,茶色,JPN,Brown,Dark Burnt Sienna,Tan,Burnt Orange,447.9912124,336.4172325
192,19,115,19219115,522160000,fucsia,COL,Fuchsia,556641328,розовый,UKR,Pink,556746591,v,PRT,V.,522100618,pink,DEU,Pink,525595236,rose,VEN,Pink,522144787,深粉红色,SGP,Dark Pink,522525017,rosso,ITA,Purple,542514571,빨간색,KOR,Red,539583137,ホットピンク,JPN,Hot Pink,Passionate Pink,Pink,Maroonish Pink,442.9019638,213.131398
192,199,67,19219967,522076048,verde aguacate,MEX,Avocado Green,522457975,оливковый,UKR,Olive,522479309,beje,PRT,Neon Green,522476950,hell grün,DEU,Lime,522551383,vert,FRA,Green,556655160,绿色,MYS,Green,556697608,verde,ITA,Green,556724391,녹색,KOR,Green,535628424,黄緑,JPN,Yellow-green,Spanish Green Olive,Lime,Yellow Beige,384.4415449,422.2454243
192,20,145,19220145,522069189,violeta,ARG,Violet,523083116,фиолетовый,RUS,Violet,556788495,verde claro,PRT,Light Green,522410687,dunkelrosa,DEU,Dark Pink,522961005,rose bonbon foncé prsque mauve,FRA,Pink Dark Purple Prsque,522105648,桃紅色,TWN,Pink,556685613,violet,ITA,Violet,556887502,자주색,KOR,Purple,556732708,カーネーションピンク,JPN,Pink Carnation,Bright And Bouncy Pink,Pink,Maroonish Pink,417.5053818,197.4979234
192,205,75,19220575,556655229,Verde limón,ESP,Lime Green,522935731,желто-зеленый,RUS,Yellow-Green,522195518,verde,BRA,Green,522357329,grün,DEU,Green,525398188,pistache,FRA,Pistachio,556712112,暗黃色,IDN,Dark Yellow,522593016,verde oliva,ITA,Green,557920207,초록색,KOR,Green,556692768,ライム,JPN,Lime,Light Pea Green,Olive,Vintage Yellow,377.2822157,432.9970527
19,231,102,19231102,522095049,verde,DOM,Green,522449682,зеленый,RUS,Green,522130490,a,BRA,Dark Green,522236323,Hellgrün,DEU,Light Green,522388843,vert,FRA,Green,522217549,绿色,IDN,Green,522656490,verde,ITA,Green,536990510,밝은녹색,KOR,Bright green,542561156,ペールグリーン,JPN,Pale Green,Aquamarine Blue-Green,Green,Emerald City,154.4545234,415.691306
192,48,109,19248109,522307955,rosa mantel,MEX,Pink Tablecloth,522881083,бордовый,UKR,Vinous,556813882,verde claro,PRT,Light Green,522144134,dunkelpink,DEU,Dark Pink,522758359,rose,FRA,Pink,522118645,红色,HKG,Red,556802429,rosa,ITA,Pink,560015985,밝은자주,KOR,Bright purple,556694320,ローゼ,JPN,Rose,Dark Maroon Pink,Red,Red Violet,451.2695347,238.4484221
19,249,127,19249127,522079388,verde,ARG,Green,522510649,светло зеленый,RUS,Light Green,522144054,verde,BRA,Green,522525432,grün,DEU,Green,524196059,vert,CHE,Green,556653022,绿色,MYS,Green,556675427,verde chiaro,ITA,Light Green,556662282,밝은연두,KOR,Bright light green,527783912,緑,JPN,Green,Bermuda Sea Green,Mint,Seafoam Green,125.7598357,432.0985106
192,49,178,19249178,522110499,violeta,ARG,Violet,522627884,фиолетовый,RUS,Violet,522234195,Roxo,BRA,Blue,522414684,mittlere Orchidee,DEU,Medium Orchid,522926211,mauve clair,FRA,Light Purple,522416350,紫色,IDN,Purple,522508978,rosa,ITA,Light Purple,542481613,옅은 보라색,KOR,Pale purple,540605287,紫,JPN,Purple,Bright Lip Stick Pink,Pink,Groovy Grape,407.7373472,180.7901208
193,103,10,19310310,522058953,marron,MEX,Brown,556653658,ярко-коричневый,RUS,Bright Brown,556647971,verde,BRA,Green,522363536,terracotta,DEU,Terracotta,527002115,orange foncé,VEN,Dark Orange,522427881,橙,IDN,Orange,556686231,marrone,ITA,Brown,557393421,갈색,KOR,Brown,556715712,茶色,JPN,Brown,Yellowish Orange,Brown,Hook'Em Orange,459.4829566,340.3941773
193,106,12,19310612,522096057,marron,DOM,Brown,522458782,светло-коричневый,RUS,Light-Brown,556727829,verde-escuro de amêndoa,PRT,Dark Green Almond,522375168,ocker,AUT,Ocher,523388048,orange,FRA,Orange,522167468,土色,TWN,Earth Tones,522643902,arancio,ITA,Brown,556966010,갈색,KOR,Brown,543480248,茶色,JPN,Brown,Brick Brown-Red,Brown,Hook'Em Orange,449.5707987,348.9754065
193,106,71,19310671,522208458,marron,ESP,Brown,522830841,коричневый,UKR,Brown,556816854,verde claro,PRT,Light Green,522134778,mittel braun,DEU,Medium Brown,523825776,marron,FRA,Brown,556664057,啡色,HKG,Brown,522719448,terra di siena,ITA,Brown,542471067,갈색,KOR,Brown,556926506,ダークコーラル,JPN,Dark Coral,Orangish Brown,Tan,Orange Rustic,465.9516461,314.1869775
193,193,94,19319394,556661067,Verde olivo,ESP,Olive Green,522873328,хаки,UKR,Khaki,522321824,Verde Oliva Claro,BRA,Green,522454295,olive grün,DEU,Olive Green,556706988,vert moutarde,FRA,Green Mustard,556678985,军绿色,MYS,Army Green,556671866,giallo emaciato,ITA,Yellow,557701664,푸르스름한 노란색,KOR,A pale yellow,536667807,黄色,JPN,Yellow,Luctious Green,Gold,Leaf Green,388.9919565,403.2352107
193,196,34,19319634,522195666,verde,ECU,Green,556631367,песочный,UKR,Sand,556684769,verde,BRA,Green,522112071,senf,DEU,Mustard,523003758,vert caca d'oie,FRA,Green Goose Poop,522293366,黄绿,IDN,Olivine,556759259,verde ocre chiaro,ITA,Green Light Ocher,557344060,황록색,KOR,Yellowish green,544109982,黄緑,JPN,Yellow-green,Mustard Seed Yellow,Gold,Pea Soup Green,390.927159,408.9574322
193,238,30,19323830,522074959,verde chillante,MEX,Squeaky Green,522594262,салатный,UKR,Light Green,522172385,verde fluorescente,PRT,Green,522236472,leutend hell grün,DEU,Leutend Light Green,522400271,jaune claire,FRA,Light Yellow,522120580,青绿色,HKG,Green,556681474,verde,ITA,Green,539323286,연두색,KOR,Green,539554592,少しだけ緑が混じった黄色,JPN,Green,Harlequin Green,Lime,Sickly Yellow,365.3222537,479.5420279
193,241,93,19324193,522139742,amarillo verdoso,PRI,Greenish Yellow,522519651,салатовый,UKR,Green,556783394,verde,PRT,Green,522412601,lime,AUT,Lime,522368131,vert très claire,FRA,Green Clear,522169712,绿色,IDN,Green,556681841,verde,ITA,Green,542362875,연두색,KOR,Green,541424424,明るいグリーン,JPN,Bright green,Pistachio Green,Lime,Pastel Green,360.573302,498.9736236
193,250,65,19325065,522123855,verde amarillento fosforito,ESP,Yellow-Green Fluorescent,522871213,светло-салатовый,UKR,Light-Green,556643277,verde,BRA,Green,522746996,pistazie,DEU,Pistachio,526579347,vert,CHE,Green,522164082,葱绿,IDN,Light Green,556672461,giallo acerbo,ITA,Yellow Green,537168448,연한녹색,KOR,Light green,539771202,ペールブライト黄緑色,JPN,Bright pale yellow-green,Electric Yellow-Green,Lime,Bright Mint,362.871778,513.638919
193,42,251,19342251,522093721,violeta intenso,COL,Violet,522538142,фиолетовый,UKR,Violet,522597462,violeta,PRT,Purple,522180720,signalviolett,DEU,Signal-Violet,527423335,violet,FRA,Violet,522186104,紫色,HKG,Purple,556695255,Viola,ITA,Violet,542362351,보라색,KOR,Purple,556913846,ホットパープル,JPN,Hot Purple,Light Fuschia Purple,Pink,Joyful Purple,373.8395792,82.35293691
193,56,245,19356245,522139323,morado,COL,Purple,522635577,фиолетовый,RUS,Violet,556649451,verde,BRA,Green,522435006,Lila,DEU,Purple,522814502,violet,FRA,Purple,522187932,紫色,HKG,Purple,522521102,viola melanzana,ITA,Purple,530789201,연보라색,KOR,Lilac,546061826,紫,JPN,Purple,Grapevine Purple,Purple,Purple Magenta,373.5548148,90.02758454
193,78,231,19378231,522103442,violeta,ARG,Violet,522486716,сиреневый,UKR,Lilac,556637659,verde,BRA,Green,522756334,sanftes Lila,DEU,Soft Purple,522401409,violet,FRA,Purple,522265588,紫红,CHN,Purple,522543097,fucsia,ITA,Purple,537067365,분홍,KOR,Pink,527634124,カイ・ムラサキ,JPN,Kai Purple,Playroom Purple,Purple,Medium Purple,355.1179851,119.2737425
193,79,249,19379249,522109716,orquidea,ECU,Orchid,522472470,фиолетовый,RUS,Purple,522219699,lilás,PRT,Dull Purple,522434430,hellviolett,DEU,Light Purple,523113951,violet,FRA,Purple,522149399,紫色,CHN,Purple,522599366,marrone,ITA,Purple,556701452,밝은보라색,KOR,Bright purple,556700689,紫,JPN,Purple,Pinkish Purple,Purple,Stylish Purple,354.107187,80.87410959
194,14,213,19414213,522080278,morado,MEX,Purple,522399476,фиолетовый,UKR,Purple,556645754,verde,BRA,Green,522355939,violet,DEU,Violet,522376078,violet,FRA,Purple,556661009,紫色,HKG,Purple,556662454,viola,ITA,Violet,540653575,보라색,KOR,Purple,537849212,紫,JPN,Purple,Bright Fuschia,Purple,Neon Purple,382.9729925,154.0878181
194,166,61,19416661,556688240,caqui,ESP,Khaki,522519386,светло коричневый,RUS,Light Brown,556779312,verde,PRT,Green,522607324,Kakigrün,DEU,Kakigrün,523222059,marron chatain trés clair,FRA,Chestnut Brown Very Clear,522296902,深泥黄,CHN,Deep Mud Yellow,556660087,senape,ITA,Mustard,557457275,갈색,KOR,Brown,556904788,ライトカーキ色,JPN,Light Khaki color,Light Orange Brown,Tan,Mustard Brown,418.5794614,375.0647889
194,169,81,19416981,522081355,color marrón claro,ARG,Light Brown,522772623,коричневый,RUS,Brown,522196108,verde,BRA,Dull Yellow,522385455,beige,AUT,Beige,523442284,BEIGE,VEN,Beige,522228784,棕色,IDN,Brown,556751744,marrone,ITA,Brown,524731892,밝은 갈색,KOR,Light brown,549043884,薄茶,JPN,Light brown,Very Light Brown,Tan,Sandy Brown,410.4743168,367.4273421
194,183,62,19418362,522102981,amarillo verdoso,ECU,Greenish Yellow,522533687,горчичный,UKR,Mustard,522418729,alguma,BRA,Warm Green,522465822,saharagelb,DEU,Sahara Yellow,556832404,vert olive,FRA,Olive Green,556723336,土黃色,HKG,Khaki,522574851,viola,ITA,Brown,524763690,노랑 갈색,KOR,Yellow brown,561448449,金色,JPN,Gold,Dark Mustard Yellow,Tan,Mustard Brown,406.6456859,398.6858754
194,214,95,19421495,522126798,oliva,COL,Olive,522342421,светло-зеленый,UKR,Light Green,556634795,verde,BRA,Green,522548226,gelbgrün,DEU,Yellow-Green,522420004,vert claire,FRA,Light Green:,522255958,绿,CHN,Green,522496701,verde,ITA,Green,557698588,연한 연두색,KOR,Green light,543590035,緑,JPN,Green,New Leaf Green,Olive,Almost Yellow,367.3225687,441.7572972
194,227,84,19422784,522090730,verde,MEX,Green,522780060,Зеленый,BLR,Green,556769719,verde,PRT,Green,522484308,hell oliv,DEU,Light Olive,523198474,vert pistache clair,FRA,Pistachio Green Light,522154764,綠色,TWN,Green,556690155,verde,ITA,Green,537170874,연노랑,KOR,Yellowish,556696229,ライム,JPN,Lime,Greenish Yellow,Lime,Citrus Green,349.0062212,473.2387079
194,248,88,19424888,522065159,verde aguacate,MEX,Avocado Green,556653657,светло-салатный,RUS,A Light Salad,522243759,Amarelo fosco,BRA,Bright Pale Spring Green,522287614,grün,DEU,Green,522762316,vert,FRA,Green,522158281,綠色,HKG,Green,556690595,verdino,ITA,Light Green,543690287,초록색,KOR,Green,533767106,黄緑,JPN,Yellow-green,Light Yellow Green,Lime,Popsicle Green,342.349277,520.8685982
194,249,73,19424973,522136330,verde,ARG,Green,522954328,светло-салатовый,RUS,Light-Green,522159210,verde claro,BRA,Green,522447771,Grün,DEU,Green,522626733,vert,FRA,Green,522104104,粉绿色,MYS,Pale Green,522491237,verde chiaro,ITA,Green,557467816,연한녹색,KOR,Light green,544690740,うすいミント,JPN,Thin mint,Apple Gum  Green,Lime,Golden Yellow,356.4314373,517.7066448
194,251,21,19425121,522106719,VERDE MANZANA,DOM,Green Apple,522961211,салатовый,RUS,Green,556780140,verde,PRT,Green,522428391,neongrün,DEU,Neon Green,523846050,chartreuse,FRA,Chartreuse,522235435,绿色,IDN,Green,522666246,verde fluorescente,ITA,Lake Green,539669291,연두색,KOR,Green,557251369,グリーンイエロー,JPN,Yellow Green,Greenish-Yellow,Lime,Yellow-Green,381.1879975,509.983423
194,35,170,19435170,522154076,morado infantil,DOM,Child Purple,556637198,розовый,UKR,Pink,556672222,verde,BRA,Green,522449919,lila,DEU,Purple,526550843,violet,CHE,Purple,522214356,品紅,IDN,Magenta,556868728,viola,ITA,Violet,557632729,보라색,KOR,Purple,548435268,濃いピンク,JPN,Dark pink,Valentine'S Pink,Pink,Deep Magenta,411.0701804,186.8473307
194,41,152,19441152,522067347,morado,MEX,Purple,522645466,фукси,RUS,Fuchsia,522633534,rosa shock,PRT,Purple,522284720,violet,DEU,Violet,522651263,mauve,FRA,Mauve,522122141,粉紅色,TWN,Pink,522239799,viol,ITA,Purple,542360601,보라색,KOR,Purple,535632594,紫,JPN,Purple,Purple Passion,Plum,Pink Shade,424.3561577,201.254836
194,41,226,19441226,522120231,lila,MEX,Lilac,523117784,фиолетовый,RUS,Violet,522319084,Roxo médio,BRA,Dark Pink,522279103,Lila,DEU,Purple,526265448,pourpre,FRA,Purple,522333262,紫,IDN,Purple,522449689,viola,ITA,Purple,557576937,자주색,KOR,Purple,546069317,紫,JPN,Purple,Bright Magenta,Pink,Bright Purple,372.1678679,132.0735179
194,48,230,19448230,522122389,violeta,ESP,Violet,522364025,Фиолетовый,RUS,Violet,556634669,verde,BRA,Green,522401240,lila,DEU,Purple,523848272,VIOLET,FRA,- Purple,522158832,紫色,CHN,Purple,522409194,viola,ITA,Purple,560075164,제비꽃색,KOR,Violet,544153169,紫,JPN,Purple,Luscious Lavender,Plum,Bright Purple,373.168538,122.4052973
194,85,211,19485211,522128701,lila,ARG,Lilac,522441826,сиреневый,RUS,Lilac,556722679,verde-escuro de amêndoa,PRT,Dark Green Almond,522245092,Violett,DEU,Violet,527482599,violet,VEN,Violet,522130406,紫色,TWN,Purple,522567801,viola,ITA,Purple,557926508,보라색,KOR,Purple,544111452,紫,JPN,Purple,Pinkish Purple,Pink,Purple,367.2569857,153.2005491
195,148,12,19514812,522055401,marron claro,DOM,Light Brown,556686940,Жёлтый,RUS,Yellow,556730035,verde-escuro de amêndoa,PRT,Dark Green Almond,522752895,beige,DEU,Beige,522372334,marron,FRA,Brown,556653025,黃色,HKG,Yellow,556681578,marrone,ITA,Brown,542499327,짙은 노란색,KOR,Dark yellow,540589131,茶色,JPN,Brown,Golden Mustard,Gold,Yellow Gold,417.2168716,368.7320203
195,200,35,19520035,522077352,mostaza,MEX,Mustard,522387717,Старого золота,RUS,Old Gold,556766508,verde,PRT,Green,556642996,grüngelb,DEU,Green Yellow,556945416,yellowgreen,FRA,Yellowgreen,522191903,黃色,IDN,Yellow,557156151,verde,ITA,Green,531954528,초록색,KOR,Green,556841065,オリーブ,JPN,Olive,Dirty Golden Rod,Lime,Pea Soup Green,396.6698168,419.8768395
195,201,30,19520130,522131904,VERDE OLIVA,DOM,Green Olive,522644993,темно-желтого цвета,EST,Dark Yellow,556646138,verde,BRA,Green,522279105,gelbgrün,DEU,Yellow-Green,557076604,vert,FRA,Green,522236569,黄绿色,IDN,Yellow-Green,522423020,verde oliva chiaro,ITA,Green,537212749,노랑,KOR,Yellow,539473746,金色,JPN,Gold,Mustard Yellow,Yellow,Pea Soup Green,390.9540352,423.6533698
195,208,28,19520828,522258108,amarillo mostaza claro,ECU,Clear Yellow Mustard,522528540,светло желто зеленый,RUS,Pale Yellow-Green,556749333,v,PRT,V.,522327601,Hell Grün,DEU,Light Green,527316691,kaki,FRA,Khaki,556671657,绿色,MYS,Green,556823239,verde chiaro,ITA,Light Green,524740932,녹색,KOR,Green,540606374,黄緑,JPN,Yellow-green,Yellowish Green,Lime,Dirty Yellow,385.0120142,428.5151956
195,221,90,19522190,556629216,verde botella palido,COL,Pale Green Bottle,522606111,желто-зеленый,RUS,Yellow-Green,522609135,verde fashion,BRA,Dark Olive Green,522349518,hell grün,DEU,Lime,556637164,vert,FRA,Green,522242749,绿,CHN,Green,556671836,verde,ITA,Green,557386837,녹색,KOR,Green,544962213,緑,JPN,Green,Light Yellow Green,Lime,Soft Avacado,362.1302964,451.5660822
195,224,55,19522455,522119353,VERDE MANZANA,DOM,Green Apple,522450772,салатовый,RUS,Green,522131072,amarelo,PRT,Pale Mint Green,522597292,grün,DEU,Green,522706163,vert anis,FRA,Lime Green,522377450,绿色,IDN,Green,556660057,verde,ITA,Green,531949031,연두색,KOR,Green,545263417,きみどり,JPN,Yellow-green,Lemonade Yellow,Lime,Mellow Yellow,368.3894674,448.3177729
195,238,65,19523865,522089495,verde claro,MEX,Light Green,522538072,салатовый,UKR,Green,522146569,amarelo claro,BRA,Lime,522325783,hellgrün,DEU,Lime,525601028,vert,VEN,Green,522281287,绿色,IDN,Green,522829503,lime,ITA,Green,539200168,라임,KOR,Lime,538611892,黄緑,JPN,Yellow-green,Light Pale Green,Yellow,Light Yellow,359.4439853,475.8071988
195,242,74,19524274,522089222,verde claro,MEX,Light Green,522361507,Зелёный,RUS,Green,522134657,verde,BRA,Green,522404318,hellgrün,DEU,Lime,523117301,VERT CLAIR,FRA,Light Green,556678342,军绿色,MYS,Army Green,556648031,verde fosforescente,ITA,Green Fluorescent,542902659,연두색,KOR,Green,556699848,明るいライム,JPN,Bright lime,Light Lime Green,Lime,Golden Yellow,370.0816937,491.9682966
195,36,212,19536212,522161185,morado,ECU,Purple,556639762,розово фиолетовый,UKR,Pinkish Purple,522443347,erfefwe,BRA,Pastel Purple,522670643,Lila,DEU,Purple,527521505,violet,VEN,Purple,522101385,彩紫色,HKG,Color Purple,522504921,violafucsia,ITA,Purple,536806022,보라색,KOR,Purple,556806840,紫っぽいピンク,JPN,Ish purple pink,Highlight Purple,Pink,Bright Purple,374.4034779,157.7698587
